,TITLE,PRICE,LOCATION,ROOM,AREA
616,Kadiköy Zühtüpaşa'da Genç Binada 3 Cepheli 2+1 Daire,10300000,"Suadiye, Kadıköy",4+1,165 m²
617,Kalamış Marina Manzaralı Teraslı Sıfır Dubleks Daire,290000000,"Fenerbahçe, Kadıköy",,2987 m²
618,KADIKÖY EVİNPARK RESIDENCE SATILIK DENİZ MANZARALI 2+1 DAİRE,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
619,,5975000,"Suadiye, Kadıköy",2+1,95 m²
620,BOSTANCI ŞENESENEVLER'DE NET: 30 m2 SATILIK DÜKKAN,13950000,"Zühtüpaşa, Kadıköy",,212 m²
621,Kadıköy Hasanpaşa'da Satılık,3750000,"Caferağa, Kadıköy",2+1,100 m²
622,MERDİVENKÖYDE SİTE İÇİ LÜX 3+1 165 M2,21500000,"Caddebostan, Kadıköy",4+2,300 m²
623,NOVACADDE'DEN BOSTANCI SENESENEVLER'DE PROJEDEN SATILIK DAİRE,8975000,"Suadiye, Kadıköy",3+1,130 m²
624,GÖZTEPE MİNİBBÜSE YAKIN 28 m2 YENİ DÜKKAN KOMBİLİ MUTFAKLI-WC'Lİ,7395000,"Erenköy, Kadıköy",3+1,165 m²
625,Fenerbahçe Çamlık Parkına Yakın 4+1 Satılık Daire,6650000,"Göztepe, Kadıköy",3+1,150 m²
626,Dinamik'ten Göztepe'de Ana Cadde Üzerinde Sıfır Geniş Dublex,4200000,"Koşuyolu, Kadıköy",,125 m²
627,NİL GAYRİMENKUL'DEN DEVREN SATILIK LOKANTA,7000000,"Caferağa, Kadıköy",3+1,140 m²
628,MERKEZİ KONUMDA 34 M2 DÜKKAN,5250000,"Göztepe, Kadıköy",1+1,117 m²
629,MERKEZİ KONUMDA 140 M2 DÜKKAN,6280000,"Bostancı, Kadıköy",3+1,190 m²
630,ANA CADDE ÜZERİNDE BANKA KİRACILI 510 M2 DÜKKAN,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
631,MERKEZİ KONUMDA 65 M2 DÜKKAN,240000000,"Kozyatağı, Kadıköy",,4172 m²
632,KADIKÖY SERASKER CADDESİNDE 90 M2 DÜKKAN,9950000,"Bostancı, Kadıköy",4+1,160 m²
633,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 180 M2 DÜKKAN,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
634,ANA CADDE ÜZERİNDE KİRACILI 110 M2 DÜKKAN,13200000,"Suadiye, Kadıköy",4+2,230 m²
635,ERENKÖY BAĞDAT CADDESİNE PARALEL 40 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
636,ERENKÖY ŞEMSETTİN GÜNALTAY CADDESİNE İKİNCİ BİNADA 80 M2 DÜKKAN,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
637,ERENKÖY BAĞDAT CADDESİNE PARALEL 35 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
638,MERKEZİ KONUMDA 225 M2 DÜKKAN,290000000,"Fenerbahçe, Kadıköy",,2987 m²
639,MERKEZİ KONUMDA KİRACILI 240 M2 DÜKKAN,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
640,MERKEZİ KONUMDA 120 M2 DÜKKAN,5975000,"Suadiye, Kadıköy",2+1,95 m²
641,ANA CADDE ÜZERİNDE KİRACILI 450 M2 KOMPLE BİNA,13950000,"Zühtüpaşa, Kadıköy",,212 m²
642,KADIKÖY BAHARİYE CADDESİNE 50 METRE MESAFEDE 70 M2 DÜKKAN,3750000,"Caferağa, Kadıköy",2+1,100 m²
643,CADDEBOSTAN BAĞDAT CADDESİ ÜZERİNDE 130 M2 DÜKKAN,21500000,"Caddebostan, Kadıköy",4+2,300 m²
644,FENERYOLU DR.MUHİT TÜMERKAN SOKAKTA 200 M2 DAİRE,8975000,"Suadiye, Kadıköy",3+1,130 m²
645,ERENKÖY ÖMERPAŞA CADDESİ ÜZERİNDE 200 M2 VİLLA,7395000,"Erenköy, Kadıköy",3+1,165 m²
646,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE KİRACILI 280 M2 DÜKKAN,6650000,"Göztepe, Kadıköy",3+1,150 m²
647,KADIKÖY YELDEĞİRMENİ CAFELER BÖLGESİNDE 30 M2 DÜKKAN,4200000,"Koşuyolu, Kadıköy",,125 m²
648,MERKEZİ KONUMDA 35 M2 DÜKKAN,7000000,"Caferağa, Kadıköy",3+1,140 m²
649,ACIBADEM CADDESİ ÜZERİNDE 360 M2 DÜKKAN,5250000,"Göztepe, Kadıköy",1+1,117 m²
650,ANA CADDE ÜZERİNDE 25 M2 DÜKKAN,6280000,"Bostancı, Kadıköy",3+1,190 m²
651,KADIKÖY VİŞNE SOKAKTA 80 M2 DAİRE,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
652,ANA CADDE ÜZERİNDE KİRACILI 100 M2 DÜKKAN,240000000,"Kozyatağı, Kadıköy",,4172 m²
653,KOZYATAĞI İNÖNÜ CADDESİ ÜZERİNDE 130 M2 DÜKKAN,9950000,"Bostancı, Kadıköy",4+1,160 m²
654,ANA CADDE ÜZERİNDE 48 M2 DÜKKAN,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
655,KADIKÖY HALİTAĞA CADDESİ ÜZERİNDE 165 M2 KÖŞK,13200000,"Suadiye, Kadıköy",4+2,230 m²
656,GÖZTEPE ŞAİR ARŞİ CADDESİ ÜZERİNDE KİRACILI 105 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
657,ŞAŞKINBAKKAL BAĞDAT CADDESİNE PARALEL180 M2 DÜKKAN,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
658,CADDEBOSTAN BAĞDAT CADDESİ ÜZERİNDE KİRACILI 80 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
659,SUADİYE BAĞDAT CADDESİ ÜZERİNDE 170 M2 DÜKKAN,290000000,"Fenerbahçe, Kadıköy",,2987 m²
660,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE 185 M2 OFİS,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
661,ÇİFTEHAVUZLAR OPR.CEMİL TOPUZLU CADDESİ ÜZERİNDE 180 M2 MAĞAZA,5975000,"Suadiye, Kadıköy",2+1,95 m²
662,BAĞDAT CADDESİ ÜZERİNDE 65 M2 DÜKKAN,13950000,"Zühtüpaşa, Kadıköy",,212 m²
663,BAĞDAT CADDESİ ÜZERİNDE KİRACILI 120 M2 DÜKKAN,3750000,"Caferağa, Kadıköy",2+1,100 m²
664,SUADİYE BAĞDAT CADDESİ ÜZERİNDE KİRACILI 250 M2 DÜKKAN,21500000,"Caddebostan, Kadıköy",4+2,300 m²
665,BAĞDAT CADDESİ ÜZERİNDE 30 M2 DÜKKAN,8975000,"Suadiye, Kadıköy",3+1,130 m²
666,KADIKÖY RIHTIM CADDESİNE 150 METRE MESAFEDE 300 M2 DÜKKAN,7395000,"Erenköy, Kadıköy",3+1,165 m²
667,CADDEBOSTAN BAĞDAT CADDESİNDE 70 M2 DÜKKAN,6650000,"Göztepe, Kadıköy",3+1,150 m²
668,Cadde Bostan Cemil Topuzlu Caddesi Üzerinde Özel Dekorlu Daire,4200000,"Koşuyolu, Kadıköy",,125 m²
669,ALYA LİFE RESİDENCE PROJESİNDE 1+1 BOŞ OTURUMA HAZIR 71 m2,7000000,"Caferağa, Kadıköy",3+1,140 m²
670,RESİM 'den KENTPLUS KADIKÖY 3+1 TERASLI 220 m² SATILIK DAİRE,5250000,"Göztepe, Kadıköy",1+1,117 m²
671,Bostancı Deniz Otobüsüne çok yakın sahile 1.Binada 3+1 girişkatı,6280000,"Bostancı, Kadıköy",3+1,190 m²
672,,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
673,,240000000,"Kozyatağı, Kadıköy",,4172 m²
674,,9950000,"Bostancı, Kadıköy",4+1,160 m²
675,Fenerbahçe Kapanmaz Deniz Marina Manzaralı Balkonlu 4+1 Sıfır,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
676,ACIBADEM CAD.3.BİNA PAZAR SOKAĞI 2+1 100m²ŞAHANE KONUMLU DAİRE,13200000,"Suadiye, Kadıköy",4+2,230 m²
677,ACIBADEM TEK YETKİLİDEN!! DÖRTYOL 7 YILLIK 2+1 85m²ŞAHANE DAİRE,10300000,"Suadiye, Kadıköy",4+1,165 m²
678,ACIBADEM METROSUNA 300m² MESAFEDE OTOPARKLI 4+2 135m²DUBLEXDAİRE,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
679,KADIKÖY MODA DA OTOPARKLI YENİ BİNADA FERAH 130m2 FIRSAT 3+1,10300000,"Suadiye, Kadıköy",4+1,165 m²
680,Sahrayı Cedit'de cadde üzerinde 3 yıllık binada 95 m2 3+1 daire,290000000,"Fenerbahçe, Kadıköy",,2987 m²
681,"Acıbadem Dörtyolda, 269 m2 Müstakil Arsalı, SATILIK Tarihi Eser",12000000,"19 Mayıs, Kadıköy",1+1,180 m²
682,,5975000,"Suadiye, Kadıköy",2+1,95 m²
683,"TAPU MASRAFSIZ, DENİZ MANZARALI 3+1 SIFIR SATILIK DAİRE",13950000,"Zühtüpaşa, Kadıköy",,212 m²
684,,3750000,"Caferağa, Kadıköy",2+1,100 m²
685,,21500000,"Caddebostan, Kadıköy",4+2,300 m²
686,,8975000,"Suadiye, Kadıköy",3+1,130 m²
687,"GÖZTEPE MİNÜBÜSE YAKIN 165M2 EBEVENY BANYOLU,MANTOLAMALI GENÇ Bİ",7395000,"Erenköy, Kadıköy",3+1,165 m²
688,GÖZTEPE ÖZGÜRLÜK PARKINA YAKIN 4 YILLIK 118M2 BALKONLU LÜKS,6650000,"Göztepe, Kadıköy",3+1,150 m²
689,Kadıköy Moda Sarraf Ali Sokak'ta Eşyalı Satılık 2+1 Daire,4200000,"Koşuyolu, Kadıköy",,125 m²
690,Çiftehavuzlar Sahil Büyük Kulüp Yakın 4+1 Yeni Bina,7000000,"Caferağa, Kadıköy",3+1,140 m²
691,Selamiçeşme Özgürlük Parkına Yakın Masrafsız 3+1 Balkonlu,5250000,"Göztepe, Kadıköy",1+1,117 m²
692,Bostancı Deniz Otobüsüne çok yakın sahile 1.Binada 3+1 girişkatı,6280000,"Bostancı, Kadıköy",3+1,190 m²
693,,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
694,Fenerbahçe Cemiltopuzlu Caddesi 3+1 Satılık Daire,240000000,"Kozyatağı, Kadıköy",,4172 m²
695,Kadıköy Hasırcı Başında Teraslı Satılık Daire,9950000,"Bostancı, Kadıköy",4+1,160 m²
696,SUADİYE SAHİLDE 100M2 KOMBİLİ BALKONLU ULTRA LÜKS,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
697,Feneryolu' nda içi tamamen yenilenmiş 3+1 satılık daire..,13200000,"Suadiye, Kadıköy",4+2,230 m²
698,CENTURY21'DEN BAĞDAT CAD ÇOK YAKIN YENİ BİNADA 2+1 SATILIK,10300000,"Suadiye, Kadıköy",4+1,165 m²
699,,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
700,,10300000,"Suadiye, Kadıköy",4+1,165 m²
701,,290000000,"Fenerbahçe, Kadıköy",,2987 m²
702,"Bağdat Caddesine Yürüme Mesafesinde Katta Tek 4,5+1 Daire",12000000,"19 Mayıs, Kadıköy",1+1,180 m²
703,"GÖZTEPE ŞEHİR HASTANESİNE YAKIN,KOMBİLİ 3. KAT MASRAFSIZ .",5975000,"Suadiye, Kadıköy",2+1,95 m²
704,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
705,CenkCaddede Fenerbahçe Iğrıp Sokak Fırsat 1+1,3750000,"Caferağa, Kadıköy",2+1,100 m²
706,İSTANBULDA SATILIK DAİRE,21500000,"Caddebostan, Kadıköy",4+2,300 m²
707,Kozyatağı Atatürk Caddesi'ne Cepheli İş Merkezinde Özel İşyeri,8975000,"Suadiye, Kadıköy",3+1,130 m²
708,CENTURY 21.SAHRA'DAN MİNİBÜS CAD.ÇOK YAKIN İÇİ YAPILI 3+1,7395000,"Erenköy, Kadıköy",3+1,165 m²
709,KADIKÖY HALİTAĞA CADDESİ'NDE SATILIK 3+1 DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
710,"Koşuyolunda, Sıfır Binada, Deniz Ve Şehir Manzaralı 4+2",4200000,"Koşuyolu, Kadıköy",,125 m²
711,FAHRETTİN KERİM GÖKAY CADDESİ ÜZERİNDE 1100 M2 KOMPLE BİNA,7000000,"Caferağa, Kadıköy",3+1,140 m²
712,GÖZTEPE FAHRETTİN KERİM GÖKAY CADDESİ ÜZERİNDE 250 M2 DÜKKAN,5250000,"Göztepe, Kadıköy",1+1,117 m²
713,ANA CADDE ÜZERİNDE KİRACILI 500 M2 DÜKKAN,6280000,"Bostancı, Kadıköy",3+1,190 m²
714,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 300 M2 DÜKKAN,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
715,TEK YETKİLİ CENTURY 21.SAHRA'DAN KAYASULTAN SOKAKTA YATIRIMLIK,240000000,"Kozyatağı, Kadıköy",,4172 m²
716,,9950000,"Bostancı, Kadıköy",4+1,160 m²
717,GÖZTEPE BAĞDAT CADDESİNDE SATILIK DAİRE 3+1 İŞYERİ OFİS,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
718,,13200000,"Suadiye, Kadıköy",4+2,230 m²
719,,10300000,"Suadiye, Kadıköy",4+1,165 m²
720,Kızıltoprak Bağdat Caddesi Yakın Satılık 2+1 Daire,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
721,MERDİVENKÖY PARK MEDİKAL HAST YAKIN 135 M2 TERTEMİZ KİRACILI .,10300000,"Suadiye, Kadıköy",4+1,165 m²
722,,290000000,"Fenerbahçe, Kadıköy",,2987 m²
723,Caddebostan Taş mektep Sokak Balkonlu Kombili 3+1 Satılık,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
724,Fenerbahçe Cemiltopulzu Caddesi 3+1 Balkonlu Daire,5975000,"Suadiye, Kadıköy",2+1,95 m²
725,Fenerbaheçe Kalamış Marinaya Kahve Dünyasına Yakın 3+1,13950000,"Zühtüpaşa, Kadıköy",,212 m²
726,Fenerbahçe Starbucks Yakın Ön Kullanımlı Dükkan,3750000,"Caferağa, Kadıköy",2+1,100 m²
727,Fenerbahçe Kahve Dünyası Sütiş Yakın Satılık Daire,21500000,"Caddebostan, Kadıköy",4+2,300 m²
728,,8975000,"Suadiye, Kadıköy",3+1,130 m²
729,Erenköy'de Satılık Kentsel Dönüşümde Yatırımlık Daire,7395000,"Erenköy, Kadıköy",3+1,165 m²
730,ALKAYA-YETKİLİ-SUADİYE'DE SATILIK 3+1 DAİRE HAVUZLU/YEŞİL ALANLI,6650000,"Göztepe, Kadıköy",3+1,150 m²
731,,4200000,"Koşuyolu, Kadıköy",,125 m²
732,Suadiye Sahil Deniz Manzaralı Teraslı Dubleks Daire,7000000,"Caferağa, Kadıköy",3+1,140 m²
733,Fenerbahçe Deniz ve Marina Manzaralı Yatırımlık Satılık Daire,5250000,"Göztepe, Kadıköy",1+1,117 m²
734,19 MAYIS MAHALLESİNDE İÇİ TAMAMEN YENİLENMİŞ 3+1 100M2 NET,6280000,"Bostancı, Kadıköy",3+1,190 m²
735,KALAMIŞTA SATILIK EŞSİZ YALI DAİRESİ,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
736,KOZYATAĞINDA BAYAR CAD. SIFIR EBEVEYN BANYOLU ÖN CEPHE 3+1 DAİRE,240000000,"Kozyatağı, Kadıköy",,4172 m²
737,KADIKÖY BOĞA İLE RIHTIM ARASINDA SATILIK DÜKKAN & MAĞAZA,9950000,"Bostancı, Kadıköy",4+1,160 m²
738,Feneryolu Yazıcıbaşı Sokak Kamelya'ya Yakın 4+1 Daire,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
739,Feneryolu Bağdat Caddesi Üzerinde Tabela Değerli Ofis,13200000,"Suadiye, Kadıköy",4+2,230 m²
740,2+1 Yeni Sıfır Ziverbey Müjdat Gezen KarşısıCaddeye 2. Bina,10300000,"Suadiye, Kadıköy",4+1,165 m²
741,,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
742,YAŞAR EMLAK'TAN KENT PLUS KADIKÖY 1 + 0 SATILIK RESİDİNCE DAİRE,10300000,"Suadiye, Kadıköy",4+1,165 m²
743,,290000000,"Fenerbahçe, Kadıköy",,2987 m²
744,Ethem Efendi Çamlıköşk Sk. Vatandaşlığa Uygun Satılık 3+1 Daire,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
745,SAHRAYICEDİT MAHALLESİ ATATÜRK CADDESİNDE SATILIK 3+1 DAİRE,5975000,"Suadiye, Kadıköy",2+1,95 m²
746,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
747,Fenerbahçe Ayanoğlu Bağdat Cad. Yakın Katta Tek Geniş Balkon,3750000,"Caferağa, Kadıköy",2+1,100 m²
748,Göztepe Bağdat Caddesi Yakın Konumda Balkonlu 3+1,21500000,"Caddebostan, Kadıköy",4+2,300 m²
749,KOZZY'YE YAKIN MODERN VE ÖZEL YAPIM SATILIK ÇATI DUBLEKSİ,8975000,"Suadiye, Kadıköy",3+1,130 m²
750,Suadiye /Bağdat Caddesi 3+1 Özel Tasarımlı Satılık Daire,7395000,"Erenköy, Kadıköy",3+1,165 m²
751,BAĞDAT CADDESİ ÜZERİNDE İŞ YERİ VE KONUTA UYGUN DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
752,,4200000,"Koşuyolu, Kadıköy",,125 m²
753,ERENKÖY Bağdat'a cok yakın ELİT Apt Satılık 150m² Deniz Manzaral,7000000,"Caferağa, Kadıköy",3+1,140 m²
754,KALAMIŞ SAHİLDE SATILIK EMSALSİZ 2 KATLI RESTORAN,5250000,"Göztepe, Kadıköy",1+1,117 m²
755,Kadıköy Feneryolu'da Satılık Dükkan / Mağaza,6280000,"Bostancı, Kadıköy",3+1,190 m²
756,KADIKÖY BOĞA İLE RIHTIM ARASINDA SATILIK DÜKKAN & MAĞAZA,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
757,Yenitepe Evim Kadıköy Residence Yüzme Havuz Güvenlik Satılık 2+1,240000000,"Kozyatağı, Kadıköy",,4172 m²
758,Göztepe Marmaray'a 140 metre Mesafede Satılık 3+1 Daire,9950000,"Bostancı, Kadıköy",4+1,160 m²
759,KADIKÖY BOĞA İLE RIHTIM ARASINDA SATILIK DÜKKAN & MAĞAZA,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
760,,13200000,"Suadiye, Kadıköy",4+2,230 m²
761,Kadıköy Caddebostan'da  Kiracılı Satılık Daire,10300000,"Suadiye, Kadıköy",4+1,165 m²
762,,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
763,,10300000,"Suadiye, Kadıköy",4+1,165 m²
764,GÖZTEPEDE YEŞİLLİKLER İÇİNDE SATILIK DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
765,Caddebostan Sahil Deniz Manzaralı Teraslı Dubleks Daire,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
766,,5975000,"Suadiye, Kadıköy",2+1,95 m²
767,Bahariye Caddesine Yakın Asansörlü Binada Ofis,13950000,"Zühtüpaşa, Kadıköy",,212 m²
768,KOZYATAĞINDA YENİ BİNADA HAVUZLU 3+1 100M2 NET,3750000,"Caferağa, Kadıköy",2+1,100 m²
769,Kadıköy Caferağa Mahallesinde Yatırım İçin 1+1 Satılık Daire,21500000,"Caddebostan, Kadıköy",4+2,300 m²
770,,8975000,"Suadiye, Kadıköy",3+1,130 m²
771,,7395000,"Erenköy, Kadıköy",3+1,165 m²
772,PRESTİJLİ SOKAKTA BAHÇE KULLANIMLI GENİŞ SATILIK DAİRE,6650000,"Göztepe, Kadıköy",3+1,150 m²
773,KADIKÖY SUADİYEDE BAĞDAT CADDESİNE 1.PARALELDE BÜYÜK DÜKKAN!!,4200000,"Koşuyolu, Kadıköy",,125 m²
774,Bağdat Caddesi Erenköy Merkezde Yatırımlık Sıfır 4+1 Daire!!,7000000,"Caferağa, Kadıköy",3+1,140 m²
775,Göztepe Marmaray İstasyonu Yakın 3+1 Sıfır Daire,5250000,"Göztepe, Kadıköy",1+1,117 m²
776,KOZYATAĞI NDA GENİŞ KAPALI BALKONLU EBEVEYN BANYOLU SIFIR 3+1 DA,6280000,"Bostancı, Kadıköy",3+1,190 m²
777,MANAVGAT HOCALAR BÖLGESİNDE SATILIK BENZİN İSTASYONU ARSASI,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
778,C.BOSTAN SAHİLDE SIFIR 390M2 DENİZ MANZARALI İSKANLI DUBLEKS,240000000,"Kozyatağı, Kadıköy",,4172 m²
779,BOSTANCI'DA MERKEZİ KONUMDA 3+1 FERAH ARAKAT DAİRE,9950000,"Bostancı, Kadıköy",4+1,160 m²
780,6736 Rengarenk'ten Zühtüpaşa'da 3 Daireli 2 Dükkanlı İmara açıkı,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
781,GÖZTEPE TÜTÜNCÜ MEHMET EFENDİ CADDESİNDE 3+1 FUL YENİLENMİŞ LÜX,13200000,"Suadiye, Kadıköy",4+2,230 m²
782,CEMİL TOPUZLU CADDESİ ÜZERİNDE DENİZ MANZARALI ŞIK DAİRE,10300000,"Suadiye, Kadıköy",4+1,165 m²
783,KOŞUYOLU ANA CADDEYE PARALEL BAHÇELİ OTOPARKLI DUBLEKS EV,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
784,SATILIK  SUADİYEDE MİNÜBÜS ALTINDA SIFIR 2+1 ARAKAT ÖN CEPHE,10300000,"Suadiye, Kadıköy",4+1,165 m²
785,DİNAMİK'TEN  FENERYOLUN'DA DENİZ  MANZARALI 2+1 SATILIK DAİRE,290000000,"Fenerbahçe, Kadıköy",,2987 m²
786,Feneryolu Bağdat Caddesi 2. Bina Geniş Balkonlu 3+1,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
787,KADIKÖY CAFERAĞA'DA SATILIK 2+1 DAİRE,5975000,"Suadiye, Kadıköy",2+1,95 m²
788,,13950000,"Zühtüpaşa, Kadıköy",,212 m²
789,,3750000,"Caferağa, Kadıköy",2+1,100 m²
790,,21500000,"Caddebostan, Kadıköy",4+2,300 m²
791,,8975000,"Suadiye, Kadıköy",3+1,130 m²
792,GÖSTEPEDE SIFIR DAİREDE 3+1 NET 95M2,7395000,"Erenköy, Kadıköy",3+1,165 m²
793,,6650000,"Göztepe, Kadıköy",3+1,150 m²
794,GÖZTEPE BAĞDAT CADDESİNDE Satılık 3+1 Daire Ofis Kat,4200000,"Koşuyolu, Kadıköy",,125 m²
795,,7000000,"Caferağa, Kadıköy",3+1,140 m²
796,Kadıköy Kuyubaşı Satılık Dükkan  220m2 Toplam Asma Katlı,5250000,"Göztepe, Kadıköy",1+1,117 m²
797,Şaşkınbakkal Bağdat Caddesi 2. Bina Balkonlu Masrafsız,6280000,"Bostancı, Kadıköy",3+1,190 m²
798,Ethemefendi Caddesi Teraslı Dubleks Daire,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
799,Suadiye Sahil Bahçe Kullanımlı Masrafsız Satılık,240000000,"Kozyatağı, Kadıköy",,4172 m²
800,SUADİYE ÇATALÇEŞME DE KDV AVANTAJLI SATILIK OFİS KATI!!,9950000,"Bostancı, Kadıköy",4+1,160 m²
801,,20000000,"Fenerbahçe, Kadıköy",4+2,230 m²
802,Fenerbahçe Kalamış Marina Lebiderya Manzaralı 4+1,13200000,"Suadiye, Kadıköy",4+2,230 m²
803,Caddebostan Bağdat Caddesi 1. Paralel Sokak 4+1 Satılık,10300000,"Suadiye, Kadıköy",4+1,165 m²
804,SUADİYE KAPTAN ARİF SOKAKTA SİTE ÖZELLİKLİ 165 M2 DAİRE,7295000,"Fenerbahçe, Kadıköy",2+1,82 m²
805,SUADİYE ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE 180 M2 DÜKKAN,10300000,"Suadiye, Kadıköy",4+1,165 m²
806,ANA CADDE ÜZERİNDE KİRACILI 140 M2 DÜKKAN,290000000,"Fenerbahçe, Kadıköy",,2987 m²
807,KADIKÖY RIHTIM CADDESİ ÜZERİNDE 2100 M2 KOMPLE BİNA,12000000,"19 Mayıs, Kadıköy",1+1,180 m²
808,SELAMİÇEŞME BAĞDAT CADDESİ ÜZERİNDE 230 M2 OFİS,5975000,"Suadiye, Kadıköy",2+1,95 m²
809,ŞAŞKINBAKKAL NOTER SOKAKTA KİRACILI 65 M2 DÜKKAN,13950000,"Zühtüpaşa, Kadıköy",,212 m²
810,ANA CADDE ÜZERİNDE KİRACILI 300 M2 DÜKKAN,3750000,"Caferağa, Kadıköy",2+1,100 m²
811,KADIKÖY ÇARŞISININ HAREKETLİ YERİNDE 600 M2 KOMPLE BİNA,21500000,"Caddebostan, Kadıköy",4+2,300 m²
812,MERKEZİ KONUMDA 35 M2 DÜKKAN,8975000,"Suadiye, Kadıköy",3+1,130 m²
813,KADIKÖY YELDEĞİRMENİ CAFELER BÖLGESİNDE 175 M2 DÜKKAN,7395000,"Erenköy, Kadıköy",3+1,165 m²
814,KADIKÖY ALTIYOL SÖĞÜTLÜ ÇEŞME CADDESİ ÜZERİNDE 500 M2 DÜKKAN,6650000,"Göztepe, Kadıköy",3+1,150 m²
815,GÖZTEPE TÜTÜNCÜ MEHMET EFENDİ CADDESİ ÜZERİNDE 70 M2 DÜKKAN,4200000,"Koşuyolu, Kadıköy",,125 m²
816,ŞEMSETTİN GÜNALTAY CADDESİ ÜZERİNDE KİRACILI 70 M2 DÜKKAN,7000000,"Caferağa, Kadıköy",3+1,140 m²
817,ŞAŞKINBAKKAL BAĞDAT CADDESİ ÜZERİNDE KİRACILI 800 M2 MAĞAZA,5250000,"Göztepe, Kadıköy",1+1,117 m²
818,CADDEBOSTAN HALDUN TANER SOKAKTA 300 M2 DÜKKAN,6280000,"Bostancı, Kadıköy",3+1,190 m²
819,BOSTANCI PROF.DR.ALİ NİHAT TARLAN CADDESİ ÜZERİNDE 70 M2 DÜKKAN,5450000,"Zühtüpaşa, Kadıköy",3+1,120 m²
